LUGAR,MAQ,MES,DIA,CODIGO_HOGAR_SIMPLE,ZONA,MANZANA,NPERSONA,10SEXO,EDAD,10OCUP,AUTO,10SEGUR TELEFERICO,INCIDENTE TELEFERICO,10ESTUDIOS,INGRESOS,VIAJO,cod est,cod tra
EL ALTO,WK027,6,27_6,5785,277,3699,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,201,
EL ALTO,WK027,6,27_6,5786,277,3699,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,352
EL ALTO,WK027,6,27_6,5787,277,3854,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,277
EL ALTO,WK027,6,27_6,5788,277,3854,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,201
EL ALTO,WK027,6,27_6,5789,277,3854,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,184
EL ALTO,WK027,6,27_6,5790,277,3774,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,222
EL ALTO,WK027,6,27_6,5791,277,3774,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,222
EL ALTO,WK027,6,27_6,5792,277,3774,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK027,6,27_6,5793,346,4136,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK027,6,27_6,5794,346,4136,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,525,
EL ALTO,WK027,6,27_6,5795,346,4136,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,201
EL ALTO,WK027,6,27_6,5796,346,4136,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,NO,,
EL ALTO,WK027,6,27_6,5797,346,4564,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,8,
EL ALTO,WK027,6,27_6,5798,346,4564,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK027,6,27_6,5799,346,4617,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,201
EL ALTO,WK027,6,27_6,5800,346,4564,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,22,
EL ALTO,WK027,6,27_6,5801,346,4617,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK027,6,27_6,5802,346,4528,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MAS DE 10000,SÍ,201,
EL ALTO,WK027,6,27_6,5803,346,4528,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK027,6,27_6,5804,346,4528,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,52
EL ALTO,WK027,6,27_6,5805,346,4528,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,NS NC,SÍ,,
EL ALTO,WK027,6,27_6,5806,346,4741,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,201
EL ALTO,WK027,6,27_6,5807,346,4741,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,3000 A 6000,SÍ,,347
EL ALTO,WK027,6,27_6,5808,346,4741,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,222,
EL ALTO,WK029,6,27_6,5809,266,12359,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,201
EL ALTO,WK029,6,27_6,5810,266,12362,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5811,266,12362,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,309,
EL ALTO,WK029,6,27_6,5812,266,12364,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5813,266,12364,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,201
EL ALTO,WK029,6,27_6,5814,266,12364,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,252,
EL ALTO,WK029,6,27_6,5815,267,11864,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK029,6,27_6,5816,267,11864,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5817,267,11864,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,52
EL ALTO,WK029,6,27_6,5818,267,11642,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5819,267,11642,1,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,8,
EL ALTO,WK029,6,27_6,5820,267,11642,1,HOMBRE,35 a 64,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,19
EL ALTO,WK029,6,27_6,5821,265,12599,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,4
EL ALTO,WK029,6,27_6,5822,265,12599,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5823,265,12596,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,227
EL ALTO,WK029,6,27_6,5824,264,11647,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,16
EL ALTO,WK029,6,27_6,5825,264,11647,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,360,
EL ALTO,WK029,6,27_6,5826,264,11094,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,201,
EL ALTO,WK029,6,27_6,5827,447,10343,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5828,447,9792,1,HOMBRE,>64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5829,262,12195,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,SÍ,309,
EL ALTO,WK029,6,27_6,5830,456,10838,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5831,456,10941,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,17
EL ALTO,WK029,6,27_6,5832,263,9887,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5833,263,9887,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK029,6,27_6,5834,261,12355,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK034,6,27_6,5835,437,8388,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,27_6,5836,437,8388,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,243,
EL ALTO,WK034,6,27_6,5837,437,8388,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5837,437,8388,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5838,437,8604,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK034,6,27_6,5839,437,8604,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,201,
EL ALTO,WK034,6,27_6,5840,437,8616,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,,
EL ALTO,WK034,6,27_6,5841,437,8616,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,349
EL ALTO,WK034,6,27_6,5842,436,8589,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,436
EL ALTO,WK034,6,27_6,5842,436,8589,2,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,436
EL ALTO,WK034,6,27_6,5843,436,8589,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,314
EL ALTO,WK034,6,27_6,5844,436,8661,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5844,436,8661,2,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,553
EL ALTO,WK034,6,27_6,5845,436,8661,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5846,436,8661,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5846,436,8661,2,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,222,
EL ALTO,WK034,6,27_6,5847,436,8944,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,251
EL ALTO,WK034,6,27_6,5848,436,8944,1,HOMBRE,35 a 64,OTROS,SI,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,4
EL ALTO,WK034,6,27_6,5849,258,8823,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,21
EL ALTO,WK034,6,27_6,5850,258,8823,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,214,
EL ALTO,WK034,6,27_6,5851,258,8823,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5852,258,8770,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,243,
EL ALTO,WK034,6,27_6,5853,258,8770,1,HOMBRE,16 a 34,OTROS,SI,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,21
EL ALTO,WK034,6,27_6,5854,443,8016,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,
EL ALTO,WK034,6,27_6,5855,258,8823,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5856,443,8016,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK034,6,27_6,5857,443,8236,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,NO,,
EL ALTO,WK034,6,27_6,5857,443,8236,2,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,301
EL ALTO,WK034,6,27_6,5858,443,8236,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,33,
EL ALTO,WK034,6,27_6,5859,439,8128,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,65
EL ALTO,WK034,6,27_6,5860,439,8361,1,HOMBRE,16 a 34,OTROS,SI,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,222
EL ALTO,WK034,6,27_6,5861,439,8919,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,243
EL ALTO,WK034,6,27_6,5862,439,8919,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK034,6,27_6,5863,259,8863,1,MUJER,16 a 34,OTROS,SI,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,131,
EL ALTO,WK035,6,27_6,5864,235,13155,1,HOMBRE,35 a 64,NADA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,260
EL ALTO,WK035,6,27_6,5865,235,13155,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK035,6,27_6,5866,235,13156,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,235
EL ALTO,WK035,6,27_6,5867,235,13156,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,338,
EL ALTO,WK035,6,27_6,5868,235,13334,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,4,
EL ALTO,WK035,6,27_6,5868,235,13334,2,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,260
EL ALTO,WK035,6,27_6,5869,235,13334,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,21
EL ALTO,WK035,6,27_6,5870,236,12700,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,NS NC,MENOS DE 1600,NO,,
EL ALTO,WK035,6,27_6,5871,236,12737,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,236
EL ALTO,WK035,6,27_6,5872,236,12737,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK035,6,27_6,5873,236,12700,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,309,
EL ALTO,WK035,6,27_6,5874,236,12700,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK035,6,27_6,5875,236,12504,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK035,6,27_6,5876,236,12504,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,243
EL ALTO,WK035,6,27_6,5877,236,12504,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,,
EL ALTO,WK035,6,27_6,5878,236,12341,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,8,
EL ALTO,WK035,6,27_6,5879,236,12341,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,11,
EL ALTO,WK035,6,27_6,5880,234,12254,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,NS NC,MENOS DE 1600,NO,,
EL ALTO,WK035,6,27_6,5881,234,12254,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,SÍ,,243
EL ALTO,WK035,6,27_6,5882,234,12679,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,SÍ,,201
EL ALTO,WK035,6,27_6,5883,234,12254,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,309
EL ALTO,WK035,6,27_6,5884,234,12679,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,NS NC,NO,,234
EL ALTO,WK035,6,27_6,5885,234,12679,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,SÍ,,
EL ALTO,WK035,6,27_6,5886,234,12679,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,366,
EL ALTO,WK035,6,27_6,5887,234,12667,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,234
EL ALTO,WK035,6,27_6,5888,451,11585,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SIN ESTUDIOS,NS NC,SÍ,,354
EL ALTO,WK035,6,27_6,5889,451,11585,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,NS NC,NO,,
EL ALTO,WK035,6,27_6,5890,451,11757,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,201
EL ALTO,WK035,6,27_6,5891,451,11831,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SIN ESTUDIOS,NS NC,NO,,
EL ALTO,WK035,6,27_6,5892,451,11831,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,NO,,
EL ALTO,WK035,6,27_6,5893,452,12207,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SIN ESTUDIOS,MENOS DE 1600,SÍ,,280
EL ALTO,WK035,6,27_6,5894,452,12615,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,18,
EL ALTO,WK035,6,27_6,5895,452,12615,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK051,6,27_6,5896,444,8517,1,MUJER,>64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,NS NC,NO,,
EL ALTO,WK051,6,27_6,5897,444,8517,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,243,
EL ALTO,WK051,6,27_6,5898,444,8517,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK051,6,27_6,5899,460,9155,1,HOMBRE,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,309,
EL ALTO,WK051,6,27_6,5900,460,9155,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,460
EL ALTO,WK051,6,27_6,5901,460,9079,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,52
EL ALTO,WK051,6,27_6,5902,460,10058,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,201
EL ALTO,WK051,6,27_6,5903,460,10058,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,NO,,460
EL ALTO,WK051,6,27_6,5904,460,10058,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,UNIVERSITARIOS,NS NC,SÍ,309,
EL ALTO,WK051,6,27_6,5905,260,10924,1,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,SECUNDARIA,3000 A 6000,SÍ,,240
EL ALTO,WK051,6,27_6,5906,260,10924,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,201
EL ALTO,WK051,6,27_6,5907,260,10924,1,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,294
EL ALTO,WK051,6,27_6,5908,446,1393,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,NS NC,SÍ,446,
EL ALTO,WK051,6,27_6,5909,446,1393,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,,337
EL ALTO,WK051,6,27_6,5910,446,12413,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,279,
EL ALTO,WK051,6,27_6,5911,446,12413,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,446
EL ALTO,WK051,6,27_6,5912,446,12773,1,HOMBRE,16 a 34,TRABAJA,SI,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,,201
EL ALTO,WK051,6,27_6,5913,446,12773,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,280
EL ALTO,WK051,6,27_6,5914,257,10237,1,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,354,
EL ALTO,WK051,6,27_6,5915,257,10237,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,201
EL ALTO,WK051,6,27_6,5916,257,10351,1,MUJER,>64,OTROS,NO,NADA,NADA,SIN ESTUDIOS,NS NC,NO,,
EL ALTO,WK096,6,27_6,5917,450,10356,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SECUNDARIA,NS NC,NO,,
EL ALTO,WK096,6,27_6,5918,450,10356,1,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,201,
EL ALTO,WK096,6,27_6,5918,450,10356,2,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK096,6,27_6,5918,450,10356,3,HOMBRE,>64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5919,248,10220,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,126
EL ALTO,WK096,6,27_6,5919,248,10220,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,SÍ,2,
EL ALTO,WK096,6,27_6,5920,248,10220,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,NO,,22
EL ALTO,WK096,6,27_6,5921,248,9841,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,
EL ALTO,WK096,6,27_6,5921,248,9841,2,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5921,248,9841,3,HOMBRE,16 a 34,ESTUDIA,NO,NADA,NADA,SECUNDARIA,MENOS DE 1600,SÍ,19,
EL ALTO,WK096,6,27_6,5922,248,9767,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5923,248,9767,1,MUJER,16 a 34,TRABAJA,NO,NADA,NADA,SUPERIOR NO UNIV,1600 A 3000,NO,,65
EL ALTO,WK096,6,27_6,5923,248,9767,2,HOMBRE,35 a 64,TRABAJA,SI,NADA,NADA,SECUNDARIA,1600 A 3000,SÍ,,248
EL ALTO,WK096,6,27_6,5924,256,9800,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,141
EL ALTO,WK096,6,27_6,5924,256,9800,2,MUJER,35 a 64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,SÍ,,
EL ALTO,WK096,6,27_6,5924,256,9800,3,HOMBRE,>64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5925,256,9096,1,MUJER,35 a 64,ESTUDIA,NO,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,NO,4,
EL ALTO,WK096,6,27_6,5925,256,9096,2,HOMBRE,16 a 34,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,4
EL ALTO,WK096,6,27_6,5926,256,8978,1,MUJER,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,SÍ,,2
EL ALTO,WK096,6,27_6,5927,256,9182,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,131
EL ALTO,WK096,6,27_6,5927,256,9182,2,MUJER,16 a 34,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5928,255,8862,1,MUJER,35 a 64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK096,6,27_6,5928,255,8862,2,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SECUNDARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5929,255,8862,1,MUJER,>64,OTROS,NO,NADA,NADA,UNIVERSITARIOS,3000 A 6000,SÍ,,
EL ALTO,WK096,6,27_6,5930,255,8465,1,HOMBRE,35 a 64,OTROS,NO,NADA,NADA,SUPERIOR NO UNIV,3000 A 6000,SÍ,,141
EL ALTO,WK096,6,27_6,5931,255,8465,1,HOMBRE,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK096,6,27_6,5932,255,8465,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
EL ALTO,WK096,6,27_6,5933,255,8452,1,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,SÍ,,4
EL ALTO,WK096,6,27_6,5933,255,8452,2,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,MENOS DE 1600,NO,76,
EL ALTO,WK096,6,27_6,5933,255,8452,3,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,
EL ALTO,WK096,6,27_6,5934,254,7940,1,MUJER,16 a 34,ESTUDIA,SI,NADA,NADA,SUPERIOR NO UNIV,MENOS DE 1600,NO,22,
EL ALTO,WK096,6,27_6,5934,254,7940,2,HOMBRE,35 a 64,TRABAJA,NO,NADA,NADA,PRIMARIA,1600 A 3000,NO,,254
EL ALTO,WK096,6,27_6,5935,254,7940,1,MUJER,16 a 34,ESTUDIA,NO,NADA,NADA,UNIVERSITARIOS,1600 A 3000,NO,11,
EL ALTO,WK096,6,27_6,5936,254,8178,1,MUJER,>64,OTROS,NO,NADA,NADA,PRIMARIA,MENOS DE 1600,NO,,
